latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
-9.96009,-52.41469,322.99,0.42,0.38,2026-05-20,442,N20,VIIRS,n,2.0NRT,292.7,1.63,N
-9.95819,-52.46979,319.02,0.42,0.38,2026-05-20,442,N20,VIIRS,n,2.0NRT,293.86,1.2,N
-9.95755,-52.47364,306.02,0.42,0.38,2026-05-20,442,N20,VIIRS,n,2.0NRT,292.77,1.2,N
-9.95409,-52.47306,303.55,0.42,0.38,2026-05-20,442,N20,VIIRS,n,2.0NRT,293.08,1.2,N
-9.95125,-52.46862,308.28,0.42,0.38,2026-05-20,442,N20,VIIRS,n,2.0NRT,293.91,1.33,N
-9.94626,-52.41231,305.22,0.42,0.38,2026-05-20,442,N20,VIIRS,n,2.0NRT,293.37,1.86,N
-9.89143,-52.44266,331.94,0.42,0.38,2026-05-20,442,N20,VIIRS,n,2.0NRT,293.92,3.76,N
-9.88797,-52.44209,337.77,0.42,0.38,2026-05-20,442,N20,VIIRS,n,2.0NRT,294.73,3.76,N
-9.8845,-52.4415,343.86,0.42,0.38,2026-05-20,442,N20,VIIRS,n,2.0NRT,294.31,8.12,N
-9.63314,-48.17649,303.77,0.41,0.37,2026-05-20,442,N20,VIIRS,n,2.0NRT,288.69,0.93,N
-9.3728,-49.22645,314.04,0.39,0.36,2026-05-20,442,N20,VIIRS,n,2.0NRT,291.79,0.75,N
-9.2209,-46.6717,301.29,0.47,0.4,2026-05-20,442,N20,VIIRS,n,2.0NRT,290.92,0.65,N
-9.21789,-46.66692,302.87,0.47,0.4,2026-05-20,442,N20,VIIRS,n,2.0NRT,290.96,0.98,N
-9.17822,-48.99329,312.29,0.39,0.36,2026-05-20,442,N20,VIIRS,n,2.0NRT,293.8,1.79,N
-9.16459,-50.03167,304.31,0.38,0.36,2026-05-20,442,N20,VIIRS,n,2.0NRT,293.57,0.58,N
-9.14194,-51.27737,304.35,0.4,0.37,2026-05-20,442,N20,VIIRS,n,2.0NRT,291.26,1.03,N
-9.07381,-49.66077,309.9,0.38,0.36,2026-05-20,442,N20,VIIRS,n,2.0NRT,292.57,0.91,N
-9.07326,-49.66426,307.95,0.38,0.36,2026-05-20,442,N20,VIIRS,n,2.0NRT,292.19,0.91,N
-8.84713,-49.87051,304.5,0.38,0.36,2026-05-20,442,N20,VIIRS,n,2.0NRT,293.39,0.88,N
-8.73275,-47.97694,341.86,0.41,0.37,2026-05-20,442,N20,VIIRS,n,2.0NRT,294.68,6.84,N
-8.73218,-47.98066,353.03,0.41,0.37,2026-05-20,442,N20,VIIRS,n,2.0NRT,296.67,5.8,N
-8.7316,-47.98437,318.45,0.41,0.37,2026-05-20,442,N20,VIIRS,n,2.0NRT,292.62,5.8,N
-8.71116,-47.91221,311.07,0.41,0.37,2026-05-20,442,N20,VIIRS,n,2.0NRT,290.39,1.33,N
-8.71059,-47.91597,309.16,0.41,0.37,2026-05-20,442,N20,VIIRS,n,2.0NRT,290.29,0.78,N
-8.71001,-47.91973,302.66,0.41,0.37,2026-05-20,442,N20,VIIRS,n,2.0NRT,290.13,0.78,N
-8.70774,-47.91167,314.11,0.41,0.37,2026-05-20,442,N20,VIIRS,n,2.0NRT,290.49,1.33,N
-8.70658,-47.91919,303.55,0.41,0.37,2026-05-20,442,N20,VIIRS,n,2.0NRT,289.93,0.78,N
-8.70431,-47.91113,309.32,0.41,0.37,2026-05-20,442,N20,VIIRS,n,2.0NRT,290.46,0.96,N
-8.70315,-47.91866,311.4,0.41,0.37,2026-05-20,442,N20,VIIRS,n,2.0NRT,290.24,0.92,N
-8.70088,-47.9106,308.2,0.41,0.37,2026-05-20,442,N20,VIIRS,n,2.0NRT,289.72,0.96,N
-8.7003,-47.91435,308.8,0.41,0.37,2026-05-20,442,N20,VIIRS,n,2.0NRT,289.91,0.92,N
-8.69972,-47.91811,302.98,0.41,0.37,2026-05-20,442,N20,VIIRS,n,2.0NRT,290.11,0.92,N
-8.61431,-45.99754,338.48,0.5,0.41,2026-05-20,442,N20,VIIRS,n,2.0NRT,290.36,3.5,N
-8.61365,-46.00206,315.24,0.5,0.41,2026-05-20,442,N20,VIIRS,n,2.0NRT,289.21,3.5,N
-8.55379,-45.98686,333.76,0.5,0.41,2026-05-20,442,N20,VIIRS,n,2.0NRT,291.27,8.39,N
-8.43468,-46.92889,311.43,0.45,0.39,2026-05-20,442,N20,VIIRS,n,2.0NRT,292.53,1.59,N
-8.4317,-46.92445,308.79,0.45,0.39,2026-05-20,442,N20,VIIRS,n,2.0NRT,292.85,1.46,N
-8.3222,-48.0056,323.58,0.41,0.37,2026-05-20,442,N20,VIIRS,n,2.0NRT,291.31,1.81,N
-8.32164,-48.00931,304.15,0.41,0.37,2026-05-20,442,N20,VIIRS,n,2.0NRT,291.4,1.06,N
-8.31823,-48.00878,312.91,0.41,0.37,2026-05-20,442,N20,VIIRS,n,2.0NRT,292.49,1.06,N
-8.10415,-44.12524,315.4,0.43,0.46,2026-05-20,442,N20,VIIRS,n,2.0NRT,288.92,1.93,N
-8.1011,-44.11686,307.02,0.43,0.46,2026-05-20,442,N20,VIIRS,n,2.0NRT,288.93,1.82,N
-8.10053,-44.12074,318.28,0.43,0.46,2026-05-20,442,N20,VIIRS,n,2.0NRT,290.0,1.82,N
-8.09996,-44.12461,312.47,0.43,0.46,2026-05-20,442,N20,VIIRS,n,2.0NRT,289.77,1.93,N
-8.09805,-44.10846,312.37,0.43,0.46,2026-05-20,442,N20,VIIRS,n,2.0NRT,288.99,1.31,N
-8.09748,-44.11234,305.48,0.43,0.46,2026-05-20,442,N20,VIIRS,n,2.0NRT,289.12,1.31,N
-8.09499,-44.10007,311.0,0.43,0.46,2026-05-20,442,N20,VIIRS,n,2.0NRT,289.13,1.49,N
-8.09442,-44.10395,309.82,0.43,0.46,2026-05-20,442,N20,VIIRS,n,2.0NRT,289.36,1.49,N
-7.40104,-46.62125,304.31,0.45,0.39,2026-05-20,442,N20,VIIRS,n,2.0NRT,291.61,1.48,N
-7.40042,-46.62534,302.84,0.45,0.39,2026-05-20,442,N20,VIIRS,n,2.0NRT,291.22,1.23,N
-7.01479,-44.99153,306.0,0.55,0.43,2026-05-20,442,N20,VIIRS,n,2.0NRT,290.04,1.85,N
-7.01398,-44.99444,306.78,0.55,0.42,2026-05-20,442,N20,VIIRS,n,2.0NRT,290.31,1.68,N
-6.75439,-45.0169,303.5,0.54,0.42,2026-05-20,442,N20,VIIRS,n,2.0NRT,289.98,1.65,N
-6.75125,-45.01135,307.78,0.54,0.42,2026-05-20,442,N20,VIIRS,n,2.0NRT,289.35,0.85,N
-6.64073,-44.49351,315.53,0.39,0.44,2026-05-20,442,N20,VIIRS,n,2.0NRT,290.95,1.41,N
-6.45423,-44.12876,315.93,0.41,0.45,2026-05-20,442,N20,VIIRS,n,2.0NRT,291.27,1.28,N
-6.4537,-44.13227,303.44,0.41,0.45,2026-05-20,442,N20,VIIRS,n,2.0NRT,289.68,1.28,N
-6.2981,-43.6373,307.29,0.43,0.46,2026-05-20,442,N20,VIIRS,n,2.0NRT,289.55,0.68,N
-6.29388,-43.63667,301.69,0.43,0.46,2026-05-20,442,N20,VIIRS,n,2.0NRT,289.69,0.68,N
-6.2206,-46.89407,302.78,0.43,0.38,2026-05-20,442,N20,VIIRS,n,2.0NRT,290.91,0.87,N
-6.21652,-46.89739,303.48,0.43,0.38,2026-05-20,442,N20,VIIRS,n,2.0NRT,291.15,0.87,N
-5.41589,-47.5692,307.71,0.4,0.37,2026-05-20,442,N20,VIIRS,n,2.0NRT,292.21,1.22,N
-17.71025,-42.22653,309.93,0.39,0.59,2026-05-20,444,N20,VIIRS,n,2.0NRT,288.26,1.25,N
-17.59255,-46.56306,311.54,0.4,0.44,2026-05-20,444,N20,VIIRS,n,2.0NRT,290.14,1.21,N
-17.10089,-52.45489,304.47,0.39,0.36,2026-05-20,444,N20,VIIRS,n,2.0NRT,284.03,1.06,N
-16.68059,-43.88601,308.63,0.58,0.52,2026-05-20,444,N20,VIIRS,n,2.0NRT,289.35,2.73,N
-16.45452,-51.71602,300.93,0.38,0.36,2026-05-20,444,N20,VIIRS,n,2.0NRT,271.72,0.64,N
-16.45395,-51.7196,295.52,0.38,0.36,2026-05-20,444,N20,VIIRS,n,2.0NRT,279.01,1.01,N
-16.34962,-43.69726,300.32,0.59,0.53,2026-05-20,444,N20,VIIRS,n,2.0NRT,290.25,0.82,N
-16.34478,-60.29602,307.68,0.32,0.55,2026-05-20,444,N20,VIIRS,n,2.0NRT,284.8,4.71,N
-16.34419,-60.29897,353.63,0.32,0.55,2026-05-20,444,N20,VIIRS,n,2.0NRT,286.04,4.71,N
-16.3436,-60.30191,367.0,0.32,0.55,2026-05-20,444,N20,VIIRS,h,2.0NRT,287.27,8.55,N
-16.34301,-60.30488,367.0,0.32,0.55,2026-05-20,444,N20,VIIRS,h,2.0NRT,285.89,8.55,N
-16.34155,-60.28617,302.27,0.32,0.55,2026-05-20,444,N20,VIIRS,n,2.0NRT,285.49,2.67,N
-16.34096,-60.28912,348.08,0.32,0.55,2026-05-20,444,N20,VIIRS,n,2.0NRT,286.56,4.14,N
-16.34037,-60.29208,333.54,0.32,0.55,2026-05-20,444,N20,VIIRS,n,2.0NRT,286.13,4.14,N
-16.33977,-60.29506,334.73,0.32,0.55,2026-05-20,444,N20,VIIRS,n,2.0NRT,285.97,2.18,N
-16.33917,-60.29803,314.41,0.32,0.55,2026-05-20,444,N20,VIIRS,n,2.0NRT,285.79,2.18,N
-16.14838,-51.72015,312.01,0.38,0.36,2026-05-20,444,N20,VIIRS,n,2.0NRT,291.91,1.45,N
-16.12764,-60.54459,313.73,0.34,0.56,2026-05-20,444,N20,VIIRS,n,2.0NRT,285.54,1.26,N
-16.06984,-45.89341,310.33,0.42,0.45,2026-05-20,444,N20,VIIRS,n,2.0NRT,283.44,1.19,N
-16.05334,-60.3508,297.04,0.33,0.55,2026-05-20,444,N20,VIIRS,n,2.0NRT,285.62,0.63,N
-16.05272,-60.35384,307.25,0.33,0.55,2026-05-20,444,N20,VIIRS,n,2.0NRT,285.55,0.63,N
-16.0521,-60.35689,303.54,0.33,0.55,2026-05-20,444,N20,VIIRS,n,2.0NRT,285.36,0.8,N
-14.92943,-47.75045,325.64,0.48,0.4,2026-05-20,444,N20,VIIRS,n,2.0NRT,289.3,3.21,N
-14.91293,-47.73449,326.55,0.48,0.4,2026-05-20,444,N20,VIIRS,n,2.0NRT,289.63,3.65,N
-14.9123,-47.73887,331.59,0.48,0.4,2026-05-20,444,N20,VIIRS,n,2.0NRT,290.07,3.65,N
-14.90924,-47.73394,309.58,0.48,0.4,2026-05-20,444,N20,VIIRS,n,2.0NRT,289.35,3.65,N
-14.90857,-51.05548,306.67,0.38,0.36,2026-05-20,444,N20,VIIRS,n,2.0NRT,293.11,0.45,N
-14.85341,-48.54239,316.8,0.44,0.38,2026-05-20,444,N20,VIIRS,n,2.0NRT,294.19,2.16,N
-14.84218,-48.51991,305.67,0.44,0.39,2026-05-20,444,N20,VIIRS,n,2.0NRT,294.13,1.02,N
-14.38218,-53.8666,301.24,0.44,0.38,2026-05-20,444,N20,VIIRS,n,2.0NRT,290.48,0.79,N
-14.29148,-54.59707,300.97,0.47,0.4,2026-05-20,444,N20,VIIRS,n,2.0NRT,289.15,0.89,N
-14.16701,-52.86578,331.28,0.41,0.37,2026-05-20,444,N20,VIIRS,n,2.0NRT,293.1,4.35,N
-14.16638,-52.86955,341.74,0.41,0.37,2026-05-20,444,N20,VIIRS,n,2.0NRT,294.4,7.22,N
-14.1645,-52.88081,303.91,0.41,0.37,2026-05-20,444,N20,VIIRS,n,2.0NRT,292.38,0.97,N
-14.16388,-52.88453,309.92,0.41,0.37,2026-05-20,444,N20,VIIRS,n,2.0NRT,292.38,0.98,N
-14.16249,-45.31255,301.62,0.43,0.46,2026-05-20,444,N20,VIIRS,n,2.0NRT,288.84,0.87,N
-14.16049,-52.88394,310.98,0.41,0.37,2026-05-20,444,N20,VIIRS,n,2.0NRT,292.47,0.98,N
-14.15879,-45.30798,307.22,0.43,0.46,2026-05-20,444,N20,VIIRS,n,2.0NRT,289.45,2.03,N
-14.15825,-45.31201,303.5,0.43,0.46,2026-05-20,444,N20,VIIRS,n,2.0NRT,289.49,0.87,N
-14.15771,-52.87963,319.49,0.41,0.37,2026-05-20,444,N20,VIIRS,n,2.0NRT,292.76,2.39,N
-14.15771,-45.31603,305.44,0.43,0.46,2026-05-20,444,N20,VIIRS,n,2.0NRT,289.45,0.87,N
-14.15717,-45.32005,300.19,0.43,0.46,2026-05-20,444,N20,VIIRS,n,2.0NRT,289.45,0.67,N
-14.15431,-52.87904,331.63,0.41,0.37,2026-05-20,444,N20,VIIRS,n,2.0NRT,293.64,2.39,N
-14.15402,-45.31146,299.65,0.43,0.46,2026-05-20,444,N20,VIIRS,n,2.0NRT,289.48,0.81,N
-14.15372,-52.87915,330.49,0.41,0.37,2026-05-20,444,N20,VIIRS,n,2.0NRT,293.34,2.66,N
-14.15348,-45.31548,299.52,0.43,0.46,2026-05-20,444,N20,VIIRS,n,2.0NRT,289.44,0.81,N
-14.15295,-45.31949,302.21,0.43,0.46,2026-05-20,444,N20,VIIRS,n,2.0NRT,289.74,1.19,N
-14.15244,-52.89023,347.44,0.41,0.37,2026-05-20,444,N20,VIIRS,n,2.0NRT,295.08,6.86,N
-14.15188,-52.89036,348.08,0.41,0.37,2026-05-20,444,N20,VIIRS,n,2.0NRT,295.56,4.8,N
-14.15182,-52.89398,343.08,0.41,0.37,2026-05-20,444,N20,VIIRS,n,2.0NRT,294.28,6.86,N
-14.15127,-52.89412,343.39,0.41,0.37,2026-05-20,444,N20,VIIRS,n,2.0NRT,294.56,4.8,N
-14.14848,-52.88979,307.05,0.41,0.37,2026-05-20,444,N20,VIIRS,n,2.0NRT,292.86,4.8,N
-14.00352,-47.50097,307.17,0.48,0.4,2026-05-20,444,N20,VIIRS,n,2.0NRT,287.08,1.13,N
-14.00207,-47.50319,307.17,0.48,0.4,2026-05-20,444,N20,VIIRS,n,2.0NRT,288.28,1.22,N
-13.58058,-52.17997,324.61,0.39,0.36,2026-05-20,444,N20,VIIRS,n,2.0NRT,291.48,1.66,N
-13.51361,-47.68753,301.76,0.47,0.4,2026-05-20,444,N20,VIIRS,n,2.0NRT,290.64,0.87,N
-13.39037,-47.09769,305.57,0.5,0.41,2026-05-20,444,N20,VIIRS,n,2.0NRT,290.64,1.11,N
-13.30947,-43.02518,305.45,0.6,0.53,2026-05-20,444,N20,VIIRS,n,2.0NRT,293.67,1.86,N
-13.19574,-43.35585,301.43,0.57,0.52,2026-05-20,444,N20,VIIRS,n,2.0NRT,290.47,1.46,N
-13.05765,-48.30846,305.6,0.43,0.38,2026-05-20,444,N20,VIIRS,n,2.0NRT,292.21,0.91,N
-12.90046,-51.87011,302.94,0.39,0.36,2026-05-20,444,N20,VIIRS,n,2.0NRT,292.89,0.94,N
-12.89988,-51.87371,302.84,0.39,0.36,2026-05-20,444,N20,VIIRS,n,2.0NRT,292.76,0.55,N
-12.89654,-51.87315,303.52,0.39,0.36,2026-05-20,444,N20,VIIRS,n,2.0NRT,292.76,0.84,N
-12.89596,-51.87675,311.33,0.39,0.36,2026-05-20,444,N20,VIIRS,n,2.0NRT,292.72,0.84,N
-12.88817,-47.2391,312.6,0.48,0.4,2026-05-20,444,N20,VIIRS,n,2.0NRT,290.97,1.24,N
-12.60694,-44.5187,300.78,0.46,0.47,2026-05-20,444,N20,VIIRS,n,2.0NRT,289.97,0.88,N
-12.60638,-44.52296,300.95,0.46,0.47,2026-05-20,444,N20,VIIRS,n,2.0NRT,289.72,0.88,N
-12.60258,-44.51808,310.0,0.46,0.47,2026-05-20,444,N20,VIIRS,n,2.0NRT,290.05,8.6,N
-12.60202,-44.52233,367.0,0.46,0.47,2026-05-20,444,N20,VIIRS,h,2.0NRT,296.72,8.6,N
-12.60182,-49.02207,305.01,0.41,0.37,2026-05-20,444,N20,VIIRS,n,2.0NRT,292.72,0.44,N
-12.60147,-44.52656,309.41,0.46,0.47,2026-05-20,444,N20,VIIRS,n,2.0NRT,289.91,2.64,N
-12.59767,-44.52168,325.35,0.46,0.47,2026-05-20,444,N20,VIIRS,n,2.0NRT,289.83,8.6,N
-12.57509,-54.75514,310.02,0.5,0.41,2026-05-20,444,N20,VIIRS,n,2.0NRT,290.4,1.02,N
-12.45996,-54.44866,316.06,0.49,0.4,2026-05-20,444,N20,VIIRS,n,2.0NRT,290.25,1.94,N
-12.45921,-54.45308,317.27,0.49,0.4,2026-05-20,444,N20,VIIRS,n,2.0NRT,290.18,1.78,N
-12.44707,-44.74786,302.87,0.45,0.47,2026-05-20,444,N20,VIIRS,n,2.0NRT,289.8,0.67,N
-12.44403,-44.74978,311.38,0.45,0.47,2026-05-20,444,N20,VIIRS,n,2.0NRT,289.99,0.9,N
-12.44225,-44.75131,302.09,0.45,0.47,2026-05-20,444,N20,VIIRS,n,2.0NRT,290.0,0.75,N
-12.35551,-45.67695,298.94,0.39,0.44,2026-05-20,444,N20,VIIRS,n,2.0NRT,287.93,0.54,N
-12.35501,-45.68055,304.36,0.39,0.44,2026-05-20,444,N20,VIIRS,n,2.0NRT,289.03,1.22,N
-12.22879,-46.60966,301.37,0.51,0.41,2026-05-20,444,N20,VIIRS,n,2.0NRT,289.74,0.73,N
-12.22623,-44.24862,305.22,0.48,0.48,2026-05-20,444,N20,VIIRS,n,2.0NRT,289.64,2.54,N
-12.22566,-46.6044,304.52,0.51,0.41,2026-05-20,444,N20,VIIRS,n,2.0NRT,290.46,1.38,N
-12.22508,-44.25727,301.8,0.48,0.48,2026-05-20,444,N20,VIIRS,n,2.0NRT,288.86,1.8,N
-12.2245,-44.2616,307.17,0.48,0.48,2026-05-20,444,N20,VIIRS,n,2.0NRT,288.81,0.95,N
-12.22393,-44.2659,299.15,0.48,0.48,2026-05-20,444,N20,VIIRS,n,2.0NRT,288.4,0.95,N
-12.06499,-45.28701,311.61,0.41,0.45,2026-05-20,444,N20,VIIRS,n,2.0NRT,289.72,1.99,N
-12.06088,-45.28644,309.9,0.41,0.45,2026-05-20,444,N20,VIIRS,n,2.0NRT,290.32,1.08,N
-12.05677,-45.28584,301.07,0.41,0.45,2026-05-20,444,N20,VIIRS,n,2.0NRT,289.68,1.08,N
-12.04503,-55.03836,301.99,0.53,0.42,2026-05-20,444,N20,VIIRS,n,2.0NRT,290.92,0.72,N
-11.95154,-46.93054,304.18,0.49,0.4,2026-05-20,444,N20,VIIRS,n,2.0NRT,294.08,1.76,N
-11.94925,-47.89225,302.59,0.44,0.38,2026-05-20,444,N20,VIIRS,n,2.0NRT,291.8,0.8,N
-11.94782,-46.93002,310.76,0.49,0.4,2026-05-20,444,N20,VIIRS,n,2.0NRT,294.59,1.89,N
-11.947,-49.2989,314.73,0.4,0.37,2026-05-20,444,N20,VIIRS,n,2.0NRT,293.36,1.43,N
-11.93144,-46.92538,314.86,0.49,0.4,2026-05-20,444,N20,VIIRS,n,2.0NRT,294.08,3.17,N
-11.92922,-46.92756,312.33,0.49,0.4,2026-05-20,444,N20,VIIRS,n,2.0NRT,294.41,3.22,N
-11.91821,-54.10204,302.61,0.48,0.4,2026-05-20,444,N20,VIIRS,n,2.0NRT,292.01,0.73,N
-11.85072,-48.24277,304.56,0.43,0.38,2026-05-20,444,N20,VIIRS,n,2.0NRT,293.61,0.77,N
-11.76145,-48.28127,304.09,0.42,0.38,2026-05-20,444,N20,VIIRS,n,2.0NRT,293.42,0.75,N
-11.76087,-48.28514,307.87,0.42,0.38,2026-05-20,444,N20,VIIRS,n,2.0NRT,293.36,0.75,N
-11.74485,-54.7943,302.71,0.52,0.42,2026-05-20,444,N20,VIIRS,n,2.0NRT,291.12,0.78,N
-11.74403,-54.79908,306.94,0.52,0.42,2026-05-20,444,N20,VIIRS,n,2.0NRT,291.36,0.78,N
-11.63874,-58.2533,306.59,0.57,0.52,2026-05-20,444,N20,VIIRS,n,2.0NRT,288.86,2.13,N
-11.61647,-55.33018,321.53,0.56,0.43,2026-05-20,444,N20,VIIRS,n,2.0NRT,291.34,3.15,N
-11.61343,-55.32434,321.18,0.56,0.43,2026-05-20,444,N20,VIIRS,n,2.0NRT,292.45,2.76,N
-11.61253,-55.32946,343.38,0.56,0.43,2026-05-20,444,N20,VIIRS,n,2.0NRT,293.38,5.85,N
-11.6095,-55.32362,307.31,0.56,0.43,2026-05-20,444,N20,VIIRS,n,2.0NRT,291.3,2.76,N
-11.6086,-55.32874,328.59,0.56,0.43,2026-05-20,444,N20,VIIRS,n,2.0NRT,292.17,5.85,N
-11.60376,-54.18736,319.87,0.48,0.4,2026-05-20,444,N20,VIIRS,n,2.0NRT,292.52,2.43,N
-11.60301,-54.1918,320.79,0.49,0.4,2026-05-20,444,N20,VIIRS,n,2.0NRT,291.95,2.43,N
-11.59983,-55.33243,306.9,0.56,0.43,2026-05-20,444,N20,VIIRS,n,2.0NRT,291.23,2.4,N
-11.48022,-52.91629,309.38,0.43,0.38,2026-05-20,444,N20,VIIRS,n,2.0NRT,293.08,1.76,N
-11.47675,-52.91569,321.69,0.43,0.38,2026-05-20,444,N20,VIIRS,n,2.0NRT,293.68,1.76,N
-11.47327,-52.91509,334.71,0.43,0.38,2026-05-20,444,N20,VIIRS,n,2.0NRT,293.97,2.46,N
-11.46914,-52.91839,303.74,0.43,0.38,2026-05-20,444,N20,VIIRS,n,2.0NRT,293.4,2.46,N
-11.46566,-52.9178,325.64,0.43,0.38,2026-05-20,444,N20,VIIRS,n,2.0NRT,293.54,1.53,N
-11.46442,-55.11574,316.66,0.55,0.42,2026-05-20,444,N20,VIIRS,n,2.0NRT,291.99,2.42,N
-11.46356,-55.12072,317.63,0.55,0.42,2026-05-20,444,N20,VIIRS,n,2.0NRT,291.57,1.92,N
-11.46218,-52.9172,304.14,0.43,0.38,2026-05-20,444,N20,VIIRS,n,2.0NRT,293.39,1.53,N
-11.46053,-55.11503,315.94,0.55,0.42,2026-05-20,444,N20,VIIRS,n,2.0NRT,292.36,2.42,N
-11.45967,-55.12003,311.99,0.55,0.42,2026-05-20,444,N20,VIIRS,n,2.0NRT,291.71,1.92,N
-11.45871,-52.91661,307.78,0.43,0.38,2026-05-20,444,N20,VIIRS,n,2.0NRT,293.46,0.82,N
-11.45806,-52.92051,306.5,0.43,0.38,2026-05-20,444,N20,VIIRS,n,2.0NRT,293.15,1.15,N
-11.45663,-55.11433,313.74,0.55,0.42,2026-05-20,444,N20,VIIRS,n,2.0NRT,292.3,2.54,N
-11.45577,-55.11933,301.5,0.55,0.42,2026-05-20,444,N20,VIIRS,n,2.0NRT,291.43,1.04,N
-11.45274,-55.11363,320.83,0.55,0.42,2026-05-20,444,N20,VIIRS,n,2.0NRT,292.33,2.54,N
-11.4511,-52.91932,315.22,0.43,0.38,2026-05-20,444,N20,VIIRS,n,2.0NRT,293.09,1.34,N
-11.4497,-55.10795,321.98,0.55,0.42,2026-05-20,444,N20,VIIRS,n,2.0NRT,293.04,3.06,N
-11.44884,-55.11293,318.96,0.55,0.42,2026-05-20,444,N20,VIIRS,n,2.0NRT,292.0,3.06,N
-11.33948,-51.41292,303.7,0.39,0.36,2026-05-20,444,N20,VIIRS,n,2.0NRT,292.94,1.02,N
-11.33594,-51.45629,307.26,0.39,0.36,2026-05-20,444,N20,VIIRS,n,2.0NRT,293.01,0.4,N
-11.31044,-54.03699,305.41,0.48,0.4,2026-05-20,444,N20,VIIRS,n,2.0NRT,291.46,0.82,N
-11.30678,-54.03634,303.48,0.48,0.4,2026-05-20,444,N20,VIIRS,n,2.0NRT,291.65,0.75,N
-11.29584,-54.01172,306.67,0.48,0.4,2026-05-20,444,N20,VIIRS,n,2.0NRT,292.47,1.14,N
-11.20673,-55.9268,302.81,0.41,0.45,2026-05-20,444,N20,VIIRS,n,2.0NRT,290.77,0.54,N
-11.13902,-53.94259,304.05,0.48,0.4,2026-05-20,444,N20,VIIRS,n,2.0NRT,292.02,0.31,N
-11.00222,-53.99791,306.57,0.48,0.4,2026-05-20,444,N20,VIIRS,n,2.0NRT,292.4,1.2,N
-11.00147,-54.00235,303.8,0.48,0.4,2026-05-20,444,N20,VIIRS,n,2.0NRT,292.2,0.64,N
-10.94339,-52.68089,306.18,0.42,0.38,2026-05-20,444,N20,VIIRS,n,2.0NRT,293.17,0.77,N
-10.94274,-52.68476,305.48,0.42,0.38,2026-05-20,444,N20,VIIRS,n,2.0NRT,292.78,0.76,N
-10.03166,-59.35584,317.71,0.36,0.58,2026-05-20,444,N20,VIIRS,n,2.0NRT,288.9,1.45,N
-31.24269,-55.65661,322.18,0.38,0.36,2026-05-20,446,N20,VIIRS,n,2.0NRT,277.47,3.51,N
-31.24205,-55.66064,313.1,0.38,0.36,2026-05-20,446,N20,VIIRS,n,2.0NRT,274.95,2.69,N
-28.68204,-56.29257,302.94,0.4,0.37,2026-05-20,446,N20,VIIRS,n,2.0NRT,276.65,0.8,N
-24.5282,-60.63395,305.94,0.47,0.48,2026-05-20,446,N20,VIIRS,n,2.0NRT,278.19,1.69,N
-23.33438,-59.42389,320.47,0.42,0.45,2026-05-20,446,N20,VIIRS,n,2.0NRT,283.14,2.78,N
-23.33395,-59.42097,301.28,0.42,0.45,2026-05-20,446,N20,VIIRS,n,2.0NRT,282.75,1.39,N
-23.33316,-59.42506,313.78,0.42,0.45,2026-05-20,446,N20,VIIRS,n,2.0NRT,282.95,1.39,N
-23.28053,-60.13394,299.13,0.46,0.47,2026-05-20,446,N20,VIIRS,n,2.0NRT,281.68,1.1,N
-23.27892,-60.11939,297.24,0.46,0.47,2026-05-20,446,N20,VIIRS,n,2.0NRT,281.3,0.65,N
-23.27802,-60.12389,301.67,0.46,0.47,2026-05-20,446,N20,VIIRS,n,2.0NRT,281.35,1.39,N
-19.77114,-54.0616,308.02,0.4,0.37,2026-05-20,446,N20,VIIRS,n,2.0NRT,281.48,1.86,N
-19.7705,-54.06543,318.68,0.4,0.37,2026-05-20,446,N20,VIIRS,n,2.0NRT,275.98,1.61,N
-37.42735,-69.17372,346.6,0.37,0.58,2026-05-20,449,N20,VIIRS,n,2.0NRT,274.46,3.53,N
-37.42472,-69.09647,327.11,0.36,0.58,2026-05-20,449,N20,VIIRS,n,2.0NRT,274.03,1.54,N
-36.33272,-72.3136,296.06,0.56,0.69,2026-05-20,449,N20,VIIRS,n,2.0NRT,279.06,2.47,N
-36.33082,-72.31994,314.14,0.56,0.69,2026-05-20,449,N20,VIIRS,n,2.0NRT,278.52,2.47,N
-36.32968,-72.31956,314.44,0.57,0.69,2026-05-20,449,N20,VIIRS,n,2.0NRT,278.69,2.07,N
-36.32895,-72.32616,299.58,0.57,0.69,2026-05-20,449,N20,VIIRS,n,2.0NRT,275.09,2.04,N
-36.32784,-72.32581,302.03,0.57,0.69,2026-05-20,449,N20,VIIRS,n,2.0NRT,275.25,2.07,N
-35.97698,-72.11477,346.04,0.56,0.69,2026-05-20,449,N20,VIIRS,n,2.0NRT,283.95,39.16,N
-35.97515,-72.12093,367.0,0.56,0.69,2026-05-20,449,N20,VIIRS,h,2.0NRT,276.14,30.27,N
-34.86873,-57.9201,306.14,0.39,0.36,2026-05-20,449,N20,VIIRS,n,2.0NRT,277.63,0.68,N
-34.85898,-57.89524,305.62,0.39,0.36,2026-05-20,449,N20,VIIRS,n,2.0NRT,277.86,1.26,N
-34.85564,-57.89441,327.38,0.39,0.36,2026-05-20,449,N20,VIIRS,n,2.0NRT,280.89,1.26,N
-34.65532,-58.3251,312.26,0.4,0.37,2026-05-20,449,N20,VIIRS,n,2.0NRT,284.58,1.59,N
